张一丹-周洲,3,1,1,0
1500353865822,0.233307,-1.244019,10.393341,-2.044983,-0.428009,1.030884,1.176515,0.446142,9.725594,-14.591980,29.078674,-34.661865,-0.952782,-1.581101,0.760138,0.324457,-0.045510,-0.120386,-1.509761,-1.299939,10.278831,0.014962,-0.062521,-0.126949,0.056689,-0.030317,0.655959,1199.000000,0.000000,0.000000
1500353865836,0.400803,-1.404343,10.907791,-2.217255,-0.456100,1.099304,1.219668,0.226477,9.727873,-14.892578,29.768372,-34.661865,-0.807243,-1.628662,1.272613,0.329543,-0.023096,-0.124728,-1.443271,-1.255574,10.837584,0.003807,-0.063262,-0.122935,0.049857,-0.039126,0.659417,1199.000000,0.000000,0.000000
1500353865850,2.087753,-2.670151,15.159836,-2.680283,-0.404800,1.359528,1.321508,-0.437450,9.707350,-14.892578,33.749390,-32.562256,0.775759,-2.235850,5.522369,0.311514,0.044622,-0.135303,-0.585753,-1.896618,15.406777,-0.029664,-0.064676,-0.109859,0.028748,-0.065088,0.669319,1199.000000,0.000000,0.000000
1500353865863,3.221939,-3.852203,18.268112,-2.256332,-0.327835,1.162842,1.370508,-0.950834,9.663747,-13.992310,34.448242,-31.361389,1.855720,-2.904345,8.634605,0.295131,0.097111,-0.140880,0.005546,-2.130212,18.825687,-0.055400,-0.064938,-0.099235,0.011911,-0.084523,0.676622,1199.000000,0.000000,0.000000
1500353865875,3.743576,-4.046021,19.163025,-1.557510,-0.391357,0.727905,1.411553,-1.233125,9.625866,-13.392639,35.829163,-30.761719,2.331133,-2.812117,9.531085,0.272278,0.126078,-0.145604,0.469655,-1.752331,19.857365,-0.069685,-0.066041,-0.093629,0.003292,-0.095951,0.680186,1207.000000,0.000000,0.000000
1500353865887,3.779465,-3.591385,18.875900,-0.968643,-0.442673,0.338165,1.448814,-1.347475,9.604980,-13.691711,36.178589,-28.361511,2.326097,-2.239675,9.240732,0.285599,0.137840,-0.149711,0.626605,-1.137873,19.539564,-0.075602,-0.067577,-0.091604,0.000512,-0.101401,0.681192,1207.000000,0.000000,0.000000
1500353865898,3.552155,-2.978821,17.693848,-0.337006,-0.439011,-0.062546,1.492427,-1.396138,9.591343,-13.992310,36.698914,-31.062317,2.051700,-1.575172,8.050910,0.278517,0.142852,-0.154364,0.654112,-0.584006,18.270042,-0.078323,-0.069593,-0.091633,0.000240,-0.104774,0.681059,1207.000000,0.000000,0.000000
1500353865910,2.764908,-1.885300,15.310593,0.532852,-0.198318,-0.558548,1.544688,-1.350312,9.589629,-14.892578,36.529541,-28.962708,1.207978,-0.524287,5.644963,0.306383,0.138132,-0.159707,0.363964,0.172814,15.666875,-0.076419,-0.072285,-0.094169,0.003505,-0.105132,0.679079,1207.000000,0.000000,0.000000
1500353865922,1.779068,-1.054993,13.783966,0.966553,0.046005,-0.779678,1.555054,-1.256155,9.600743,-14.591980,35.829163,-29.562378,0.209921,0.212547,4.096212,0.298097,0.128445,-0.160578,-0.212677,0.832204,13.911793,-0.071908,-0.072990,-0.097786,0.007061,-0.102218,0.676917,1207.000000,0.000000,0.000000
1500353865935,-0.252441,0.134247,11.984558,1.308640,0.374634,-0.882309,1.525570,-1.058626,9.629244,-14.591980,35.488892,-29.562378,-1.793275,1.203465,2.258971,0.297815,0.108161,-0.157125,-1.618281,1.968502,11.713989,-0.062081,-0.072050,-0.103909,0.012892,-0.094229,0.673144,1207.000000,0.000000,0.000000
1500353865947,-1.386627,0.648697,11.410294,1.348953,0.484589,-0.783356,1.482452,-0.915457,9.650630,-14.591980,34.788513,-30.761719,-2.884369,1.573596,1.660128,0.299418,0.093487,-0.152420,-2.469681,2.519587,10.958591,-0.054828,-0.070347,-0.108190,0.016476,-0.087655,0.670870,1207.000000,0.000000,0.000000
1500353865960,-2.228912,0.943024,11.202118,1.273209,0.389313,-0.510925,1.413765,-0.710805,9.678142,-15.191650,34.619141,-29.861450,-3.657705,1.661384,1.421107,0.321008,0.072546,-0.145052,-3.086438,2.839505,10.665642,-0.044333,-0.067725,-0.113122,0.021531,-0.078029,0.668463,1207.000000,0.000000,0.000000
