张一丹-周洲,3,1,1,0
1500353880002,-0.704681,0.718094,6.086258,0.518188,-0.589279,-1.232941,-0.038386,0.779302,9.775561,-10.691833,27.348328,-37.661743,-0.666209,-0.062963,-3.711319,0.344067,-0.079551,0.003927,-0.562635,0.447996,6.126787,0.039395,-0.005757,-0.192962,0.031148,0.024797,0.583135,4154.000000,0.000000,0.000000
1500353880019,-0.874573,0.916702,5.796722,0.490082,-0.470779,-1.196289,-0.001794,0.827783,9.771651,-10.691833,27.348328,-37.661743,-0.872776,0.087881,-3.987186,0.338091,-0.084511,0.000184,-0.683386,0.689835,5.853573,0.040411,-0.007125,-0.195973,0.034398,0.024521,0.578188,4154.000000,0.000000,0.000000
1500353880031,-1.156921,1.215805,5.693832,0.366684,-0.220322,-1.080231,0.033827,0.911673,9.764122,-12.191772,27.168274,-38.562012,-1.190721,0.304876,-4.062329,0.374932,-0.093099,-0.003464,-0.845297,1.065139,5.778177,0.045132,-0.011462,-0.209824,0.039232,0.025083,0.568915,4154.000000,0.000000,0.000000
1500353880043,-1.214355,1.404831,6.095825,0.257950,-0.071259,-0.976395,0.032073,0.957294,9.759762,-13.092041,26.478577,-37.962341,-1.246357,0.449691,-3.641982,0.407235,-0.097772,-0.003286,-0.815205,1.226656,6.199843,0.047342,-0.012222,-0.217154,0.041297,0.026176,0.562676,4154.000000,0.000000,0.000000
1500353880054,-1.245453,1.457474,6.483459,0.205414,0.000793,-0.911636,0.021605,0.980429,9.757494,-13.092041,27.519226,-37.362671,-1.266991,0.480072,-3.243914,0.395962,-0.100143,-0.002214,-0.852901,1.226087,6.593929,0.047971,-0.012248,-0.219455,0.041744,0.026620,0.560750,4154.000000,0.000000,0.000000
1500353880065,-1.319626,1.555573,6.837601,0.167557,0.049667,-0.845657,0.006383,0.999466,9.755584,-12.791443,26.309204,-38.862610,-1.325985,0.559931,-2.880658,0.400721,-0.102094,-0.000654,-0.887364,1.299809,6.959677,0.049631,-0.011851,-0.225736,0.042589,0.028104,0.555369,4461.000000,0.000000,0.000000
1500353880076,-1.403381,1.651291,7.084061,0.144348,0.089981,-0.778473,-0.012875,1.016123,9.753856,-12.191772,25.958252,-37.062073,-1.390564,0.639729,-2.626017,0.391441,-0.103802,0.001320,-0.942091,1.371348,7.218866,0.050639,-0.011290,-0.229653,0.042866,0.029227,0.552086,4461.000000,0.000000,0.000000
1500353880088,-1.460815,1.785294,7.411880,0.110123,0.119293,-0.652634,-0.044688,1.036893,9.751576,-12.492371,25.788879,-38.562012,-1.416367,0.753963,-2.287388,0.403006,-0.105932,0.004583,-0.923908,1.471100,7.565678,0.051996,-0.010216,-0.234534,0.043012,0.030950,0.547810,4461.000000,0.000000,0.000000
1500353880099,-1.556519,1.852295,7.495636,0.083252,0.119293,-0.557343,-0.065837,1.047918,9.750278,-13.392639,26.129150,-39.161682,-1.491070,0.810559,-2.197121,0.425257,-0.107062,0.006752,-0.942848,1.568275,7.660930,0.052773,-0.009444,-0.237193,0.042983,0.032041,0.545415,4461.000000,0.000000,0.000000
1500353880110,-1.539780,1.861862,7.629623,0.035614,0.113205,-0.443710,-0.085449,1.054884,9.749375,-12.791443,25.958252,-37.062073,-1.454878,0.813733,-2.057322,0.414834,-0.107777,0.008764,-0.933231,1.535279,7.798757,0.053337,-0.008685,-0.239532,0.042811,0.032976,0.543477,4461.000000,0.000000,0.000000
1500353880123,-1.372269,1.854675,8.086655,-0.035233,0.096085,-0.267792,-0.110536,1.056329,9.748965,-12.791443,25.788879,-39.161682,-1.262509,0.805773,-1.593769,0.417436,-0.107925,0.011338,-0.776799,1.406946,8.254333,0.053699,-0.007584,-0.241773,0.042258,0.033991,0.541474,4461.000000,0.000000,0.000000
1500353880134,-1.188034,1.737427,8.261337,-0.067001,0.075317,-0.162720,-0.123047,1.052453,9.749235,-13.992310,25.788879,-38.562012,-1.065894,0.692734,-1.416014,0.452790,-0.107527,0.012621,-0.607328,1.228758,8.414338,0.053654,-0.006969,-0.242734,0.041776,0.034382,0.540715,4461.000000,0.000000,0.000000
1500353880146,-0.903290,1.409622,8.436005,-0.121979,0.067993,-0.031998,-0.132909,1.045270,9.749879,-13.092041,25.788879,-39.161682,-0.847973,0.511177,-1.327354,0.428869,-0.106791,0.013631,-0.508420,0.783572,8.549659,0.053418,-0.006409,-0.243052,0.041210,0.034588,0.540348,4461.000000,0.000000,0.000000
1500353880157,-0.714249,1.129654,8.668106,-0.176956,0.089981,0.030304,-0.146695,1.025272,9.751804,-13.691711,25.439453,-39.161682,-0.568744,0.112702,-1.004565,0.452502,-0.104740,0.015042,-0.430507,0.449687,8.748415,0.052597,-0.005471,-0.242952,0.039967,0.034627,0.540401,4461.000000,0.000000,0.000000
1500353880169,-0.589828,0.761169,9.230423,-0.241714,0.120529,0.066940,-0.158146,1.003501,9.753890,-13.392639,25.958252,-38.261414,-0.432990,-0.234035,-0.442824,0.440610,-0.102508,0.016212,-0.478351,0.017464,9.268165,0.051659,-0.004620,-0.242712,0.038702,0.034528,0.540704,4461.000000,0.000000,0.000000
1500353880181,-0.427109,0.076813,10.328735,-0.310135,0.119293,0.073059,-0.174812,0.956613,9.758315,-13.992310,26.649475,-38.261414,-0.253726,-0.871978,0.650208,0.451951,-0.097703,0.017912,-0.624622,-0.732432,10.292935,0.050348,-0.003650,-0.242264,0.037101,0.034232,0.541080,4461.000000,0.000000,0.000000
1500353880193,-0.455826,-0.107437,11.017868,-0.410309,0.044769,0.002197,-0.181064,0.916199,9.762078,-12.791443,26.309204,-38.862610,-0.276193,-1.016393,1.332964,0.425612,-0.093563,0.018546,-0.698413,-0.931699,10.966172,0.047612,-0.002372,-0.242183,0.034292,0.033114,0.541384,4461.000000,0.000000,0.000000
1500353880206,-0.613754,0.119888,11.824249,-0.473846,-0.038300,-0.061310,-0.180823,0.869569,9.766347,-12.791443,26.478577,-39.161682,-0.434275,-0.743218,2.130477,0.425440,-0.088788,0.018513,-0.743355,-0.684064,11.797603,0.045294,-0.001814,-0.242353,0.032302,0.031804,0.541267,4461.000000,0.000000,0.000000
1500353880218,-1.080353,0.911911,13.039795,-0.483612,-0.189774,-0.084518,-0.164823,0.797435,9.772785,-13.392639,26.998901,-37.661743,-0.916567,0.119498,3.328560,0.437934,-0.081406,0.016864,-0.843909,0.226467,13.087076,0.041517,-0.001739,-0.243003,0.029664,0.029098,0.540804,4807.000000,0.000000,0.000000
1500353880230,-1.613953,1.438324,13.233612,-0.376099,-0.331497,0.042511,-0.128034,0.738351,9.777977,-13.392639,26.829529,-39.761353,-1.486549,0.703611,3.503814,0.437632,-0.075362,0.013093,-1.119856,1.005739,13.324283,0.039174,-0.002352,-0.243390,0.028146,0.025880,0.540734,4807.000000,0.000000,0.000000
1500353880242,-1.800598,1.364151,12.855545,-0.311340,-0.407242,0.208664,-0.093655,0.708559,9.780570,-13.092041,27.348328,-38.261414,-1.707326,0.658488,3.114949,0.421284,-0.072316,0.009575,-1.354698,1.078840,12.937118,0.036229,-0.004143,-0.242671,0.027797,0.023601,0.541383,4807.000000,0.000000,0.000000
1500353880255,-1.853226,1.088974,11.663925,-0.334564,-0.481781,0.466446,-0.052257,0.680729,9.782855,-13.992310,28.558350,-37.962341,-1.823328,0.425882,1.910997,0.427951,-0.069471,0.005342,-1.514838,0.994362,11.721092,0.034345,-0.005799,-0.241327,0.027713,0.021099,0.542755,4807.000000,0.000000,0.000000
1500353880266,-1.932190,0.909515,10.819260,-0.465286,-0.445114,0.628952,0.013359,0.624864,9.786714,-13.691711,27.168274,-36.761475,-1.945511,0.286437,1.060508,0.433699,-0.063762,-0.001365,-1.674903,1.016395,10.852584,0.030799,-0.008243,-0.237718,0.027070,0.016844,0.546074,4807.000000,0.000000,0.000000
1500353880279,-2.075760,0.579315,10.938904,-0.806152,-0.147018,0.911148,0.050630,0.526221,9.792390,-13.992310,27.688599,-35.862732,-2.126263,0.054406,1.170921,0.436742,-0.053685,-0.005170,-1.935488,0.894766,10.943367,0.025505,-0.008749,-0.232293,0.023817,0.012641,0.551068,4807.000000,0.000000,0.000000
1500353880291,-1.680954,0.160568,12.613876,-1.022385,0.132736,1.124954,0.044795,0.431317,9.797058,-13.691711,29.078674,-36.462402,-1.725664,-0.269932,2.835364,0.415485,-0.043996,-0.004572,-1.749733,0.341256,12.600923,0.020900,-0.007229,-0.227453,0.019558,0.010323,0.555508,4807.000000,0.000000,0.000000
1500353880303,-0.561111,-0.858780,15.982971,-1.095703,0.430847,1.342438,0.017182,0.323025,9.801312,-14.291382,29.248047,-37.362671,-0.558800,-1.127361,6.179897,0.436882,-0.032945,-0.001753,-1.119706,-1.005417,15.945003,0.015868,-0.004505,-0.221573,0.014130,0.008511,0.560688,4807.000000,0.000000,0.000000
1500353880315,0.254837,-1.552704,18.275299,-0.900223,0.465057,1.352203,-0.043968,0.171798,9.805046,-11.892700,30.458069,-37.062073,0.298894,-1.724849,8.450448,0.369876,-0.017519,0.004484,-0.362935,-1.867707,18.243969,0.009036,0.000334,-0.211976,0.005927,0.006828,0.569011,4807.000000,0.000000,0.000000
